product_id,seller,processor,gen,ram,storage_size,storage_type,screen_size,refurbished_status,brand,model_family,laptop_model,price,price_before_discount,discount_pct,scraped_at
325849516,Avelora Innovations Ltd,Core I5,8.0,8.0,256.0,Ssd,14.0,Refurbished,Lenovo,Thinkpad,T480S,22324.0,30000.0,26.0,2026-01-26 19:22:33
319390570,Twendy,Core I5,,8.0,256.0,Ssd,14.0,Refurbished,Dell,Latitude,,17499.0,22599.0,23.0,2026-01-26 19:22:34
325712285,Smartcomputers,Ryzen 5,,16.0,256.0,Ssd,14.0,Refurbished,Hp,Elitebook,845,34900.0,38000.0,8.0,2026-01-26 19:22:35
326524554,Global Tech Kenya,Core I7,8.0,16.0,512.0,Ssd,14.0,,Lenovo,Thinkpad,X1,43450.0,48000.0,9.0,2026-01-26 19:22:36
306681247,Alloys Hub,Core I5,8.0,16.0,,,14.0,Refurbished,Hp,Elitebook,840,31499.0,37000.0,15.0,2026-01-26 19:22:37
8354925,Mictouch Technology Limited,Core I5,8.0,8.0,,,14.0,Refurbished,Hp,Elitebook,840,28000.0,35000.0,20.0,2026-01-26 19:22:38
325330438,Zetcomcomputers,Core I5,8.0,8.0,256.0,Ssd,13.3,Refurbished,,Latitude,,25855.0,38000.0,32.0,2026-01-26 19:22:39
326331165,Geeworld Technologies,Core I7,8.0,32.0,512.0,Ssd,14.0,Refurbished,Lenovo,Thinkpad,T490S,36999.0,56999.0,35.0,2026-01-26 19:22:40
177862232,Kentouch Kenya,Core I7,5.0,8.0,,,12.5,Refurbished,Hp,Elitebook,820,19700.0,30000.0,34.0,2026-01-26 19:22:41
326147002,Savecom Computers & It Solutions,Core I7,6.0,8.0,256.0,Ssd,14.0,Refurbished,Hp,Elitebook,840,22500.0,25000.0,10.0,2026-01-26 19:24:42
151403839,Wynn Enterprise,Core I5,,8.0,256.0,Ssd,12.5,Refurbished,Lenovo,Thinkpad,X260,15999.0,26999.0,41.0,2026-01-26 19:24:43
313099593,Products Zone,Core I5,7.0,8.0,256.0,Ssd,13.3,Refurbished,Hp,Elitebook,830,25999.0,39000.0,33.0,2026-01-26 19:24:44
325936813,Technestke,Core I5,,8.0,500.0,Hdd,13.0,,Apple,Macbook,Pro,31000.0,,,2026-01-26 19:25:47
313917005,Phonelegit Kenya,Core I5,,8.0,256.0,Ssd,14.0,Refurbished,Lenovo,Thinkpad,T470S,19399.0,26000.0,25.0,2026-01-26 19:25:48
315191233,Hameda Technologies,Core I5,,8.0,,,,,Hp,Elitebook,840,17999.0,23999.0,25.0,2026-01-26 19:25:49
325631360,Edutech Computer Wolrd Ltd,,,,,,,,Hp,Elitebook,840,18799.0,18999.0,1.0,2026-01-26 19:27:50
310884956,Tech Dg,Core I5,,8.0,500.0,Hdd,13.0,Refurbished,Apple,Macbook,Pro,21999.0,34000.0,35.0,2026-01-26 19:27:51
306498313,Products Zone,Core I5,,8.0,500.0,Hdd,,Refurbished,Hp,Probook,640,16893.0,26460.0,36.0,2026-01-26 19:27:52
326555485,Arizona Villa Computers,Core I7,,12.0,128.0,Ssd,14.0,Refurbished,Asus,,,27000.0,44000.0,39.0,2026-01-26 19:28:23
317462659,Jultech General Supplies,Ryzen 5,,16.0,256.0,Ssd,14.0,Refurbished,Hp,Elitebook,745,31500.0,40000.0,21.0,2026-01-26 19:28:54
325665035,Hameda Technologies Shop,Core I5,6.0,8.0,256.0,Ssd,,Refurbished,Hp,Elitebook,820,18999.0,25000.0,24.0,2026-01-26 19:28:55
9561240,Westside Computer Hub,Core I5,,8.0,500.0,Hdd,14.0,Refurbished,Hp,Elitebook,Laptop,18599.07,19999.0,7.0,2026-01-26 19:28:57
9571502,Vertex Innovation Hub,Core I5,,8.0,,,14.0,Refurbished,Hp,,,20020.0,22000.0,9.0,2026-01-26 19:28:58
325673237,Lawre Digital Solutions,Core I5-8300U,8.0,8.0,512.0,Ssd,14.0,,Hp,Elitebook,840,29449.0,38000.0,23.0,2026-01-26 19:28:58
9558976,Vertex Innovation Hub,Core I5-6Th,6.0,8.0,500.0,Hdd,12.5,Refurbished,Hp,Elitebook,8Gb,23000.0,25000.0,8.0,2026-01-26 19:34:31
325336832,Hillmarc,Core I5-6300U,6.0,8.0,256.0,Ssd,,Refurbished,Microsoft,Surface,Pro,40000.0,,,2026-01-26 19:35:32
325840634,Anova Technologies,Core I5,8.0,16.0,256.0,Ssd,13.3,Refurbished,Lenovo,,,30899.0,35000.0,12.0,2026-01-26 19:35:33
280094219,Anova Technologies,Core I5,,4.0,500.0,Hdd,14.0,Refurbished,Hp,Elitebook,840,17999.0,24000.0,25.0,2026-01-26 19:35:34
308037412,Maxports Merchants Limited,,7.0,16.0,256.0,Ssd,14.0,Refurbished,Hp,Probook,640,28999.0,34800.0,17.0,2026-01-26 19:36:05
161827111,Westside Computer Hub,Core I5,,10.0,500.0,Hdd,14.0,Refurbished,Hp,Elitebook,10Gb,19999.0,25000.0,20.0,2026-01-26 19:36:06
306500096,Digitech Computers,,6.0,8.0,,,12.5,Refurbished,Hp,Elitebook,820,21999.0,32500.0,32.0,2026-01-26 19:36:07
325266718,Badar Computers,Core I5-7Th,7.0,8.0,256.0,Ssd,14.0,Refurbished,Hp,Elitebook,840,24999.0,30000.0,17.0,2026-01-26 19:36:08
325972977,Technestke,Core I5,,8.0,256.0,Ssd,12.5,Refurbished,Hp,Elitebook,820,15800.0,45000.0,65.0,2026-01-26 19:36:09
315039112,Bundo Tech,Core I7,7.0,8.0,256.0,Ssd,14.0,Clean Refurbished,Dell,Latitude,,29500.0,32000.0,8.0,2026-01-26 19:36:10
318671915,Trudy Comps,Core I5,,8.0,256.0,Ssd,,Refurbished,Lenovo,Thinkpad,X270,19999.0,29000.0,31.0,2026-01-26 19:36:41
326246945,Digitech Computers,Core I5,,8.0,256.0,Ssd,13.0,Refurbished,Apple,Macbook,Pro,20000.0,46000.0,57.0,2026-01-26 19:36:42
1022561,Westside Computer Hub,Core I5,,8.0,256.0,Ssd,,Refurbished,Lenovo,Thinkpad,X240,19999.0,20999.0,5.0,2026-01-26 19:36:43
250881509,Lantel  System,Core I5,7.0,8.0,256.0,Ssd,14.0,Refurbished,Hp,Elitebook,840,22999.0,40000.0,43.0,2026-01-26 19:36:44
325308717,Novetech Supplies,Core I5-8265U,,16.0,256.0,Ssd,14.0,Refurbished,Hp,,,34000.0,,,2026-01-26 19:37:45
325033187,Lola Tech,Core I7-8665U,,16.0,512.0,Ssd,13.3,Refurbished,Hp,Elitebook,X360,42749.0,50000.0,15.0,2026-01-26 19:37:46
325704392,Novetech Supplies,Ryzen 5,,16.0,512.0,Ssd,14.0,Refurbished,Hp,Elitebook,845,34999.0,,,2026-01-26 19:38:47
282361104,Ricktech Computers,Core I7,8.0,16.0,512.0,Ssd,14.0,,Dell,Latitude,,39999.0,63000.0,37.0,2026-01-26 19:38:48
288284506,Wasini Technologies,Core I5,6.0,8.0,256.0,Ssd,14.0,Renewed,Lenovo,Thinkpad,T460,20399.0,28000.0,27.0,2026-01-26 19:38:49
9412164,Erick Enterprise,Core I5,,8.0,256.0,Ssd,,Refurbished,Lenovo,Thinkpad,X270,16900.0,26000.0,35.0,2026-01-26 19:38:50
325989739,Lawre Digital Solutions,Core I5,,8.0,256.0,Ssd,12.5,Refurbished,Lenovo,Thinkpad,X250,16149.0,20000.0,19.0,2026-01-26 19:38:51
325696378,Suitech,Core I5,8.0,8.0,,,13.3,Refurbished,Hp,Elitebook,830,26125.0,56000.0,53.0,2026-01-26 19:38:52
326136275,Pikhub,Core I5,,8.0,256.0,Ssd,13.3,Refurbished,Lenovo,,,28000.0,32000.0,13.0,2026-01-26 19:38:53
8348742,Product Center,Core I7,8.0,16.0,,,,Refurbished,Hp,Elitebook,840,37500.0,50000.0,25.0,2026-01-26 19:38:54
250902003,Lantel  System,Core I7,6.0,16.0,,,12.5,Refurbished,Hp,Elitebook,820,26999.0,40000.0,33.0,2026-01-26 19:38:56
325763410,Lawre Digital Solutions,Core I5,8.0,8.0,256.0,Ssd,12.5,Refurbished,Lenovo,Thinkpad,X280,22800.0,30000.0,24.0,2026-01-26 19:38:56
326017411,Alma Tech Savvy Solution Limited,Core I5,10.0,8.0,256.0,Ssd,14.0,Refurbished,Hp,Elitebook,840,34000.0,36000.0,6.0,2026-01-26 19:40:57
325444869,Charlie Chan,Core I7,,8.0,256.0,Ssd,12.5,Refurbished,Hp,Elitebook,820,17499.0,29000.0,40.0,2026-01-26 19:40:58
313102618,Bundo Tech,,8.0,8.0,256.0,Ssd,14.0,Refurbished,Dell,Latitude,,36500.0,40000.0,9.0,2026-01-26 19:40:59
1813969,Betty Tech Computers,Core I5,,4.0,500.0,Hdd,12.5,Refurbished,,Elitebook,820,16299.0,29999.0,46.0,2026-01-26 19:41:00
326163169,Laptops World Ltd,Core I7,,16.0,,,,,Hp,Elitebook,1040,45000.0,,,2026-01-26 19:42:01
8354829,Alloys Hub,Core I5,7.0,8.0,256.0,Ssd,11.6,Refurbished,Hp,Probook,X360,20991.18,25599.0,18.0,2026-01-26 19:42:03
9553961,Computer Spot Kenya,Core I5,,8.0,500.0,Hdd,,Refurbished,Hp,Elitebook,820,16099.999999999998,70000.0,77.0,2026-01-26 19:42:04
326558178,Arizona Villa Computers,Core I5,10.0,8.0,256.0,Ssd,14.0,Refurbished,Lenovo,Thinkpad,T14,25000.0,45000.0,44.0,2026-01-26 19:42:37
321245273,Gloresian Limited,Core I5-8Th,8.0,8.0,256.0,Ssd,13.3,Refurbished,Hp,Elitebook,830,27500.0,35000.0,21.0,2026-01-26 19:42:38
312651185,Jultech Technologies,Core I7,8.0,8.0,512.0,Ssd,14.0,Refurbished,Lenovo,Thinkpad,X1,40500.0,55000.0,26.0,2026-01-26 19:42:38
326422553,Mictouch Technology Limited,Core I5,11.0,16.0,256.0,Ssd,14.0,Refurbished,Lenovo,Thinkpad,T14S,34999.0,40000.0,13.0,2026-01-26 19:42:40
325918207,Twendy,Core I7,8.0,16.0,512.0,Ssd,14.0,Refurbished,Lenovo,Thinkpad,X1,49599.0,55000.0,10.0,2026-01-26 19:42:40
247619214,Kentouch Kenya,Core I5,,8.0,256.0,Ssd,13.3,Refurbished,Apple,Macbook,Pro,47400.0,70000.0,32.0,2026-01-26 19:42:41
325856807,Neiley Technologgies,Core I5,8.0,16.0,256.0,Ssd,14.0,,Hp,Probook,640,26500.0,28000.0,5.0,2026-01-26 19:42:42
326644285,Hameda Technologies Shop,Core I5,,8.0,,,14.0,Refurbished,Lenovo,Thinkpad,T450,17499.0,21999.0,20.0,2026-01-26 19:42:43
325683438,Lawre Digital Solutions,Core I5-8300U,8.0,12.0,512.0,Ssd,14.0,,Hp,Elitebook,840,33249.0,40000.0,17.0,2026-01-26 19:42:44
326199293,Products Zone,Core I5,,16.0,256.0,Ssd,,Refurbished,Hp,Elitebook,820,18999.0,25500.0,25.0,2026-01-26 19:42:45
312669187,Laptop Clinic,Core I3-1215U,,4.0,256.0,Ssd,14.0,,Lenovo,Ideapad,,45000.0,,,2026-01-26 19:43:46
314947454,Bundo Tech,Core I5,8.0,8.0,256.0,Ssd,13.3,Ex Uk,Hp,,,43000.0,45000.0,4.0,2026-01-26 19:45:49
325683252,Lawre Digital Solutions,Core I5-8300U,8.0,12.0,256.0,Ssd,14.0,,Hp,Elitebook,840,30399.0,40000.0,24.0,2026-01-26 19:45:50
324904370,Smartcomputers,Core I5,,8.0,256.0,Hdd,14.0,Refurbished,Hp,Elitebook,840,18000.0,25000.0,28.0,2026-01-26 19:45:51
325367830,Techovant Solutions Limited,Celeron N,,4.0,256.0,Ssd,15.6,,Hp,,,38999.0,40000.0,3.0,2026-01-26 19:45:52
325673502,Lawre Digital Solutions,Core I5-8300U,8.0,8.0,512.0,Ssd,14.0,,Hp,Elitebook,840,29924.0,38000.0,21.0,2026-01-26 19:45:53
326071873,Hameda Technologies,Core I5,,8.0,,,14.0,Refurbished,Hp,,,16499.0,21999.0,25.0,2026-01-26 19:45:54
215424345,Erick Enterprise,Core I5,,16.0,500.0,Hdd,12.5,Refurbished,Hp,Elitebook,820,17400.0,29500.0,41.0,2026-01-26 19:45:55
316575708,Mictouch Technology Limited,Core I5,10.0,16.0,256.0,Ssd,14.0,,Lenovo,Thinkpad,T14S,35999.0,45000.0,20.0,2026-01-26 19:45:56
325754450,Lawre Digital Solutions,Core I5,8.0,8.0,512.0,Ssd,12.5,Refurbished,Lenovo,Thinkpad,X280,26499.0,30000.0,12.0,2026-01-26 19:45:57
325562750,Techbiz,Core I5-8Th,8.0,16.0,256.0,Ssd,,Refurbished,Lenovo,Thinkpad,T480,24999.0,38000.0,34.0,2026-01-26 19:45:58
325845288,Twendy,Core I5,8.0,8.0,256.0,Ssd,,Refurbished,Hp,,,41000.0,46000.0,11.0,2026-01-26 19:45:59
326139179,Five Star Seller,Core I7,,8.0,,,,Refurbished,Hp,Elitebook,820,19050.0,25000.0,24.0,2026-01-26 19:46:01
9528397,Tech Dg,Core I7,7.0,16.0,512.0,Ssd,,Refurbished,Hp,Elitebook,840,28809.999999999996,43000.0,33.0,2026-01-26 19:46:02
8354868,Mobi Stores,Core I5-8Gb,6.0,8.0,256.0,Ssd,13.0,Refurbished,Dell,Latitude,,16200.000000000002,30000.0,46.0,2026-01-26 19:46:03
8841587,Waisy,Core I5,,12.0,256.0,Ssd,11.6,Refurbished,Hp,,,26040.0,28000.0,7.0,2026-01-26 19:48:04
9952751,Waisy,Core I5,,8.0,750.0,Hdd,13.0,Refurbished,Apple,Macbook,Pro,35800.0,44760.0,20.0,2026-01-26 19:50:06
250796197,Wain Collection,Ryzen 5,,16.0,512.0,Ssd,14.0,Refurbished,Hp,Elitebook,745,36500.0,60000.0,39.0,2026-01-26 19:50:07
321943197,Tech Shopit,,,8.0,256.0,Ssd,,Refurbished,Hp,Probook,X360,22000.0,25000.0,12.0,2026-01-26 19:50:08
313014014,Novetech Supplies,Ryzen 5,,32.0,256.0,Ssd,13.0,Refurbished,Hp,Probook,635,35000.0,,,2026-01-26 19:51:08
325731145,Tehillah Distributors,Core I5,8.0,8.0,,,,Refurbished,Lenovo,Thinkpad,Yoga,19800.0,22000.0,10.0,2026-01-26 19:51:09
326217387,Ricktech Computers,Core I5,,8.0,256.0,Ssd,,Refurbished,Hp,Elitebook,820,17799.0,19000.0,6.0,2026-01-26 19:51:10
323669099,Lola Tech,Core I5,8.0,8.0,256.0,Ssd,,Refurbished,Dell,Latitude,,27074.0,35000.0,23.0,2026-01-26 19:51:11
326440356,Linus Tech Ventures,,,16.0,512.0,Ssd,13.0,,Hp,,,41000.0,51000.0,20.0,2026-01-26 19:53:12
322378379,Simple Tech,Core I5,8.0,8.0,256.0,Ssd,13.0,Refurbished,Dell,Latitude,,25500.0,,,2026-01-26 19:56:13
249593709,Wasini Technologies,Core I5,6.0,8.0,500.0,Ssd,12.5,Refurbished,Hp,Elitebook,820,19992.0,30000.0,33.0,2026-01-26 19:56:15
326350215,Lapis Technologies,Celeron N,,4.0,,,15.6,,Hp,,,47999.0,51999.0,8.0,2026-01-26 19:58:16
325582458,Vertex Innovation Hub,,,,,,,Refurbished,Dell,Latitude,,17699.0,21999.0,20.0,2026-01-26 19:58:17
325449601,Digital Link Computers,Core I5,8.0,8.0,256.0,Ssd,13.3,Refurbished,Dell,Latitude,,35000.0,,,2026-01-26 19:59:18
166807824,Powerbook It Solutions,Core I3,6.0,4.0,128.0,Ssd,,Refurbished,Hp,Probook,11,20000.0,,,2026-01-26 20:02:18
312656536,Novetech Supplies,Core I5,6.0,8.0,256.0,Ssd,12.3,Refurbished,Microsoft,Surface,Pro,33999.0,,,2026-01-26 20:03:19
325936393,Jultech General Supplies,Core I5-8350U,,8.0,256.0,Ssd,12.5,Refurbished,Lenovo,Thinkpad,X280,26500.0,38000.0,30.0,2026-01-26 20:03:50
320621546,Jultech Technologies,Core I5,8.0,16.0,256.0,Ssd,13.3,Refurbished,Lenovo,,,29400.0,40000.0,27.0,2026-01-26 20:03:51
316120549,Lantel  System,Ryzen 5,,16.0,512.0,Ssd,14.0,Refurbished,Hp,Elitebook,745,34499.0,45000.0,23.0,2026-01-26 20:03:52
163153335,Kentouch Kenya,Core I5,6.0,8.0,256.0,Ssd,12.5,Refurbished,Dell,Latitude,,17900.0,30000.0,40.0,2026-01-26 20:03:53
313016129,Dreamcom Technology,Core I7-8565U,8.0,8.0,256.0,Ssd,,Refurbished,Lenovo,Thinkpad,X1,31800.0,42000.0,24.0,2026-01-26 20:03:55
326126459,Washington Investment Computers,Core I5,11.0,8.0,256.0,Ssd,,Refurbished,Asus,Vivobook,,35000.0,55000.0,36.0,2026-01-26 20:04:26
314955717,Tech Laptops,Core I5,6.0,8.0,,,14.0,Refurbished,Hp,Elitebook,840,22799.0,30000.0,24.0,2026-01-26 20:04:27
326457710,Linus Tech Ventures,Core I7,,16.0,512.0,Ssd,,,Hp,,,39000.0,,,2026-01-26 20:07:28
324358007,Theroberts Ke Enterprise,Core I7,6.0,8.0,256.0,Ssd,14.0,Refurbished,Hp,Elitebook,840,24899.0,35000.0,29.0,2026-01-26 20:07:59
9540164,Products Zone,Core I5,,16.0,256.0,Ssd,,Refurbished,Hp,Elitebook,820,19500.0,25000.0,22.0,2026-01-26 20:08:00
325798617,Ricktech Computers,Core I5,6.0,8.0,256.0,Ssd,14.0,,Lenovo,Thinkpad,T460S,20999.0,24870.0,16.0,2026-01-26 20:08:38
294401686,Neileys  Technologies,Core I7,,16.0,512.0,Ssd,,Refurbished,,Elitebook,1030,47000.0,58000.0,19.0,2026-01-26 20:08:39
326703409,The Maxmart,Core I5-1135G,11.0,8.0,256.0,Ssd,14.0,Refurbished,Lenovo,,,38500.0,,,2026-01-26 20:10:10
325698864,Erick Enterprise,Core I5-8250U,,16.0,256.0,Ssd,12.5,Refurbished,,,,26555.0,31000.0,14.0,2026-01-26 20:10:11
9556222,Digitalsmart  Print,,,8.0,,,12.5,Refurbished,Lenovo,,,16500.0,20000.0,18.0,2026-01-26 20:10:12
318671765,Trudy Comps,Core I5,,8.0,256.0,Ssd,12.5,Refurbished,Lenovo,Thinkpad,X240,16999.0,25000.0,32.0,2026-01-26 20:10:43
326518759,Laptops World Ltd,Core I7,8.0,,256.0,Ssd,14.0,Refurbished,Hp,Elitebook,840,31000.0,40000.0,23.0,2026-01-26 20:10:45
309869890,Mobi Stores,Core I5-8Th,8.0,16.0,256.0,Ssd,,Refurbished,Lenovo,Thinkpad,X390,25999.0,38000.0,32.0,2026-01-26 20:10:46
325740559,Smartcomputers,Core I5,,8.0,500.0,Hdd,12.5,Refurbished,Hp,Elitebook,820,18500.0,28999.0,36.0,2026-01-26 20:10:47
10018789,Megacomps Ict Hub,Core I7,,4.0,500.0,Hdd,15.0,Refurbished,Apple,Macbook,Pro,20060.000000000004,34000.0,41.0,2026-01-26 20:10:48
315076071,Avelora Innovations Ltd,Core I5,8.0,8.0,256.0,Ssd,13.0,Refurbished,Dell,Latitude,,24224.0,30000.0,19.0,2026-01-26 20:10:49
326058275,Trudy Comps,Core I5,8.0,16.0,256.0,Ssd,13.3,Refurbished,Lenovo,Thinkpad,X390,32999.0,49999.0,34.0,2026-01-26 20:11:20
325974488,Digitaltech Computers,Core I5,8.0,8.0,256.0,Ssd,14.0,,Hp,Elitebook,840,27500.0,35000.0,21.0,2026-01-26 20:13:21
324940505,Delta System,Core I5-8350U,,8.0,256.0,Ssd,12.5,Refurbished,Lenovo,Thinkpad,X280,19949.0,30000.0,34.0,2026-01-26 20:13:22
314095467,Neileys  Technologies,Core I7,8.0,8.0,256.0,Ssd,15.6,,Hp,Elitebook,850,35000.0,360000.0,90.0,2026-01-26 20:13:23
325512285,Lawre Digital Solutions,Core I5,8.0,8.0,256.0,Ssd,12.5,Refurbished,Lenovo,Thinkpad,X280,20424.0,30000.0,32.0,2026-01-26 20:13:23
326520602,Laptops World Ltd,Core I5,7.0,8.0,256.0,Ssd,14.0,,Dell,Latitude,,18500.0,25000.0,26.0,2026-01-26 20:13:24
322739819,Mobiglobe Ke,Core I7,10.0,16.0,256.0,Ssd,13.3,Refurbished,Dell,Latitude,,43999.0,,,2026-01-26 20:14:55
604709,Bosy Technologies,Core I7,6.0,16.0,256.0,Ssd,15.6,Refurb,Hp,,,48959.99999999999,72000.0,32.0,2026-01-26 20:14:57
319365094,Twendy,Core I5,,8.0,256.0,Ssd,,,Hp,Elitebook,840,22500.0,56000.0,60.0,2026-01-26 20:14:58
325817315,Products Zone,Core I5,8.0,16.0,256.0,Ssd,13.3,,Hp,Elitebook,X360,42999.0,69999.0,39.0,2026-01-26 20:14:59
267701907,Lantel  System,Core I5,6.0,8.0,256.0,Ssd,12.5,Refurbished,Dell,Latitude,,19999.0,35000.0,43.0,2026-01-26 20:15:00
325475865,Wynn Enterprise,Core I5,,8.0,256.0,Ssd,14.0,Refurbished,Hp,Elitebook,840,16800.0,18000.0,7.0,2026-01-26 20:15:01
319355022,Tech Laptops,Ryzen 5,,16.0,256.0,Ssd,14.0,Refurbished,Hp,Elitebook,745,31824.0,40000.0,20.0,2026-01-26 20:15:02
604580,Dansie Enterprise,Core I5,7.0,8.0,256.0,Ssd,12.5,Refurbished,,Latitude,,17899.0,35999.0,50.0,2026-01-26 20:15:03
322770307,Lantel  System,Core I5,8.0,8.0,256.0,Ssd,14.0,Refurbished,Lenovo,Thinkpad,T480S,27999.0,35000.0,20.0,2026-01-26 20:15:05
325581678,Tehillah Distributors,,,,,,,Refurbished,Hp,Probook,635,29000.0,32000.0,9.0,2026-01-26 20:15:06
9553267,Digitech Computers,Core I5-8265U,,16.0,256.0,Ssd,14.0,Refurbished,Hp,,,34000.0,40000.0,15.0,2026-01-26 20:15:07
280096046,Theroberts Ke Enterprise,Core I5,8.0,8.0,256.0,Ssd,14.0,,Hp,Elitebook,840,32999.0,40000.0,18.0,2026-01-26 20:15:38
324363077,Theroberts Ke Enterprise,Core I5,,8.0,,,,,Hp,Elitebook,Folio,21899.0,25999.0,16.0,2026-01-26 20:16:09
325368319,Techovant Solutions Limited,Celeron N,,4.0,256.0,Ssd,15.6,,Hp,,,41999.0,45000.0,7.0,2026-01-26 20:16:10
326255926,Bundo Tech,Core I7,8.0,8.0,256.0,Ssd,12.5,,Hp,,,38000.0,40000.0,5.0,2026-01-26 20:16:13
315922560,Laptop Clinic,Core I5,5.0,8.0,256.0,Ssd,11.5,Refurbished,Microsoft,Surface,Pro,30000.0,,,2026-01-26 20:17:15
60916798,Ubuntu Technologies Kenya,Core I7-7600U,,16.0,512.0,Ssd,14.0,Refurbished,Dell,Latitude,,33999.0,70000.0,51.0,2026-01-26 20:17:16
325763188,Lawre Digital Solutions,Core I5,8.0,8.0,512.0,Ssd,12.5,Refurbished,Lenovo,Thinkpad,X280,29499.0,35000.0,16.0,2026-01-26 20:17:18
325955074,Bosy Technologies,,,16.0,256.0,Ssd,14.0,Refurbished,Hp,Elitebook,840,26890.0,32000.0,16.0,2026-01-26 20:17:19
9182460,Twendy,Core I5,8.0,8.0,256.0,Ssd,,Refurbished,Lenovo,,,24750.000000000004,45000.0,45.0,2026-01-26 20:17:20
7351963,Betty Tech Computers,Core I5,,8.0,,,13.3,Refurbished,,Elitebook,830,24839.460000000003,45999.0,46.0,2026-01-26 20:17:21
325315155,Badar Computers,Core I5,,8.0,256.0,Ssd,12.5,Refurbished,Lenovo,Thinkpad,X240,15500.0,25000.0,38.0,2026-01-26 20:17:22
326517954,Laptops World Ltd,Ryzen 7,,16.0,512.0,Ssd,13.3,Refurbished,Hp,Probook,435,43000.0,50000.0,14.0,2026-01-26 20:17:23
273110483,Lantel  System,Core I5,7.0,8.0,256.0,Ssd,,Refurbished,Hp,Probook,X360,18999.0,35000.0,46.0,2026-01-26 20:17:24
8530545,Delta System,Core I5,8.0,8.0,256.0,Ssd,11.6,Refurbished,Hp,Probook,X360,21000.0,30000.0,30.0,2026-01-26 20:17:25
311414035,Jultech General Supplies,Core I5,8.0,8.0,256.0,Ssd,14.0,Refurbished,Hp,Elitebook,840,32000.0,45000.0,29.0,2026-01-26 20:17:56
325233300,Novetech Supplies,Core I5,8.0,16.0,256.0,Ssd,13.3,Refurbished,Dell,Latitude,,28500.0,,,2026-01-26 20:18:57
10055564,Tech Dg,Core I5,6.0,8.0,256.0,Ssd,12.5,,Lenovo,,,20399.999999999996,60000.0,66.0,2026-01-26 20:18:58
325769100,Hamnduenterprise,Core I5,,8.0,500.0,Hdd,13.0,Refurbished,Apple,Macbook,Pro,18699.0,29999.0,38.0,2026-01-26 20:19:00
325759476,Lawre Digital Solutions,Core I5,8.0,8.0,,,12.5,Refurbished,Lenovo,Thinkpad,X280,33999.0,40000.0,15.0,2026-01-26 20:19:01
325614437,Hamnduenterprise,Core I5,7.0,8.0,256.0,Ssd,,,Hp,Elitebook,830,25100.0,46999.0,47.0,2026-01-26 20:19:02
325386240,Nova Africa Entreprise,Core I5,8.0,8.0,256.0,Ssd,12.5,Refurbished,Lenovo,Thinkpad,X280,22500.0,,,2026-01-26 20:20:03
324312614,Betty Tech Computers,Core I5,,8.0,256.0,Ssd,12.6,Refurbished,,Elitebook,820,18499.0,23999.0,23.0,2026-01-26 20:20:05
1291458,Wain Collection,Core I5,6.0,8.0,256.0,Ssd,14.0,Refurbished,Hp,Elitebook,840,22900.0,40000.0,43.0,2026-01-26 20:20:06
325937749,Technestke,Core I5,,8.0,256.0,Ssd,12.5,Refurbished,Lenovo,Thinkpad,X250,36000.0,,,2026-01-26 20:21:09
325635140,Lola Tech,Core I5,8.0,16.0,256.0,Ssd,14.0,Refurbished,Lenovo,Thinkpad,T490S,28025.0,37000.0,24.0,2026-01-26 20:21:10
325343525,Novetech Supplies,Core I5,8.0,8.0,256.0,Ssd,14.0,Refurbished,Lenovo,Thinkpad,X1,29000.0,,,2026-01-26 20:22:11
326254331,Tolmo Technology,Core I5,,16.0,256.0,Ssd,14.0,,Lenovo,Thinkpad,T490S,27500.0,45000.0,39.0,2026-01-26 20:22:13
326434900,Mobi Stores,Core I5-8350U,,8.0,256.0,Ssd,12.5,,Lenovo,Thinkpad,X280,17998.0,30000.0,40.0,2026-01-26 20:22:14
325386893,Nova Africa Entreprise,Core I5,8.0,8.0,256.0,Ssd,11.6,Refurbished,Hp,Probook,X360,23500.0,,,2026-01-26 20:23:15
313697451,Novetech Supplies,Core I5,8.0,16.0,,,14.0,Refurbished,Hp,Elitebook,840,33999.0,,,2026-01-26 20:24:16
325331076,Tehillah Distributors,,,8.0,256.0,Ssd,,Refurbished,Hp,Elitebook,830,24000.0,27000.0,11.0,2026-01-26 20:24:17
311502211,Techno Suppliers,Core I5-4Th,4.0,4.0,256.0,Ssd,,Refurbished,Hp,,,16999.0,21599.0,21.0,2026-01-26 20:25:18
270496390,Charlie Chan,Core I5,7.0,8.0,256.0,Ssd,,Refurbished,Lenovo,Thinkpad,X270,17999.0,30000.0,40.0,2026-01-26 20:25:22
116375379,Bosy Technologies,Core I5,,8.0,256.0,Ssd,11.6,Refurb,Hp,Elitebook,810,29499.0,31799.0,7.0,2026-01-26 20:25:24
324986992,Sonik Computers & Accessories,Core I5,,8.0,256.0,Ssd,,Refurbished,Hp,Elitebook,840,28000.0,,,2026-01-26 20:26:26
325823847,Digitech Computers,Core I7,6.0,16.0,,,14.0,Refurbished,Hp,Elitebook,840,29100.0,30189.0,4.0,2026-01-26 20:26:28
288286175,Wasini Technologies,,6.0,8.0,256.0,Ssd,14.0,Refurbished,Lenovo,,,20699.0,34000.0,39.0,2026-01-26 20:26:29
1556225,Wasini Technologies,Core I5,,8.0,256.0,Ssd,,Refurbished,Hp,,,19991.0,25000.0,20.0,2026-01-26 20:26:30
